web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,experience
"1551708914-2179","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Software Technologist I","https://www.naukri.com/job-listings-Software-Technologist-I-Philips-India-Limited-Bengaluru-5-to-7-years-260219900090?src=premjobsearchDesk&sid=15517088082922&xp=4&px=33","Software Technologist I","Philips India Limited","Bengaluru","c#     .net     agile methodology     software development     design patterns     c#.net     system design     client server     design development     software technologist     software design","5 - 7 yrs"
"1551710555-2749","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Senior Software Engineer - Full-stack Developer (javascript, Java)","https://www.naukri.com/job-listings-Senior-Software-Engineer-Full-stack-Developer-javascript-Java-Maven-Wave-Partners-India-Pvt-Ltd-Chandigarh-Gurgaon-5-to-8-years-130318010086?src=premjobsearchDesk&sid=15517105371288&xp=34&px=21","Senior Software Engineer - Full-stack Developer (javascript, Java)","Maven Wave Partners India Pvt. Ltd","Chandigarh,    Gurgaon","java     javascript     web technologies     scalability     product quality     data structures     spring framework     core java     angularjs     spring mvc     hibernate     bootstrap     node.js     maven     spring boot     jsp servlets     mongodb     html     CSS     GUI","5 - 8 yrs"
"1551709280-2299","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Business and Data Analyst","https://www.naukri.com/job-listings-Business-and-Data-Analyst-WHIRLDATA-LABS-PRIVATE-LIMITED-Chennai-3-to-8-years-131218006870?src=premjobsearchDesk&sid=1551709259239&xp=34&px=30","Business and Data Analyst","WHIRLDATA LABS PRIVATE LIMITED","Chennai","c     core java     c++     programming     management consulting     rest     data analysis     business analysis     solution development     technology consulting     data analyst     python     r     analytics     java     machine learning     deep learning     artificial intelligence     javascript     design patterns","3 - 8 yrs"
"1551707161-1556","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Senior/ Software Engineer - Backend","https://www.naukri.com/job-listings-Senior-Software-Engineer-Backend-Eros-International-Media-Limited-Mumbai-3-to-6-years-151118003500?src=premjobsearchDesk&sid=15517071251135&xp=27&px=45","Senior/ Software Engineer - Backend","Eros International Media Limited","Mumbai","Django     Python     MySQL     Java     PHP     Node.Js     Ruby     Software Development     NoSQL     Github","3 - 6 yrs"
"1551706484-1309","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-50","Node.js Developer - Application Development - Javascript/ AngularJS","https://www.naukri.com/job-listings-Node-js-Developer-Application-Development-Javascript-AngularJS-SKS-Enterpprises-Mumbai-2-to-7-years-270219900085?src=premjobsearchDesk&sid=15517064351525&xp=24&px=50","Node.js Developer - Application Development - Javascript/ AngularJS","SKS Enterpprises","Mumbai","Javascript     HTML     CSS     Ajax     SVG     Angularjs     Node.Js     Web Technologies     Agile Development     Administration Management","2 - 7 yrs"
"1551706849-1441","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Assistant Manager/ Manager - Sales & Marketing - Manufacturing","https://www.naukri.com/job-listings-Assistant-Manager-Manager-Sales-Marketing-Manufacturing-Morpheus-Consulting-Mumbai-6-to-10-years-270219004188?src=premjobsearchDesk&sid=15517068517602&xp=42&px=47","Assistant Manager/ Manager - Sales & Marketing - Manufacturing","Morpheus Consulting","Mumbai","sales management     marketing     hvac system     project scheduling     data collection     cooling system     manufacturing process     project costing     Sales     selling","6 - 10 yrs"
"1551710557-2750","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Performance Test Engineer","https://www.naukri.com/job-listings-Performance-Test-Engineer-Diebold-Nixdorf-India-Private-Limited-Mumbai-Mumbai-Suburbs-4-to-7-years-180219003716?src=premjobsearchDesk&sid=15517105371288&xp=33&px=21","null","null","null","null","null"
"1551710963-2900","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Tech Lead (advanced Java / Mongodb / Mysql) - Web Dev @ Bangalore","https://www.naukri.com/job-listings-Tech-Lead-advanced-Java-Mongodb-Mysql-Web-Dev-Bangalore-Brainsearch-Consulting-Pvt-Ltd-Bengaluru-HSR-Layout-Mangalore-4-to-9-years-010219004727?src=premjobsearchDesk&sid=15517109462706&xp=33&px=8","Tech Lead (advanced Java / Mongodb / Mysql) - Web Dev @ Bangalore","Brainsearch Consulting Pvt Ltd  hiring for Founded by a bunch of Iitians @ Bangalore","Bengaluru(HSR Layout),    Mangalore","Java     Spring     SpringBoot     SrpingMVC     MongoDB     MySQL     Advanced Java     Drop Wizard     Servlets     DevOps     Microservices     SQS     Kafka     Queues","4 - 9 yrs"
"1551709833-2491","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Sr Asp/.net Developer - Mvc/wcf","https://www.naukri.com/job-listings-Sr-Asp-net-Developer-Mvc-wcf-Career-Infosystem-Bengaluru-8-to-12-years-270219009106?src=premjobsearchDesk&sid=15517098381524&xp=42&px=26","Sr Asp/.net Developer - Mvc/wcf","Career Infosystem","Bengaluru","ASP.Net MVC     WCF     SQL Server Development     C#     .NET Framework     Javascript     JQuery     Web Services     JSON     ASP","8 - 12 yrs"
"1551706943-1477","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","SAP ECC Test Engineer - Fi/co/alm Modules","https://www.naukri.com/job-listings-SAP-ECC-Test-Engineer-Fi-co-alm-Modules-Confidential-EU-8-to-10-years-141218901520?src=premjobsearchDesk&sid=15517068517602&xp=6&px=47","SAP ECC Test Engineer - Fi/co/alm Modules","Confidential","EU","idocs     test cases     test data     test engineering     test execution     test management     sap ecc     enterprise structure     sap ecc test engineer","8 - 10 yrs"
"1551707894-1828","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Technical Architect - Big Data and Node.js","https://www.naukri.com/job-listings-Technical-Architect-Big-Data-and-Node-js-Circus-Social-India-Private-Limited-Bengaluru-Sector-4-HSR-Layout-8-to-12-years-280219007169?src=premjobsearchDesk&sid=15517077946212&xp=5&px=40","Technical Architect - Big Data and Node.js","Circus Social India Private Limited","Bengaluru(Sector 4 HSR Layout )","Node.Js     Elastic Search     Big Data     System Architecture     Technical Architecture","8 - 12 yrs"
"1551708419-2013","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Development Engineer","https://www.naukri.com/job-listings-Development-Engineer-Comcast-India-Engineering-Center-I-LLP-Chennai-9-to-14-years-250219901968?src=premjobsearchDesk&sid=15517083601050&xp=20&px=36","Development Engineer","Comcast India Engineering Center (I) LLP","Chennai","Testng     Selenium Webdriver     Automation Testing     Automation Framework     SOAP UI     JMeter     Web Services Testing     Java     Regression Testing     White Box","9 - 14 yrs"
"1551709426-2349","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Java AngularJS","https://www.naukri.com/job-listings-Java-AngularJS-Advent-Global-Solution-Private-Limited-Chennai-5-to-8-years-260219008006?src=premjobsearchDesk&sid=15517094058807&xp=34&px=29","Java AngularJS","Advent Global Solution Private Limited","Chennai","rest     soap     web services     java     sql server     angularjs     web technologies     server side     Reactjs","5 - 8 yrs"
"1551709479-2368","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Gartner - Quantitative Analyst","https://www.naukri.com/job-listings-Gartner-Quantitative-Analyst-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Bengaluru-1-to-4-years-010319001251?src=premjobsearchDesk&sid=15517094058807&xp=15&px=29","null","null","null","null","null"
"1551706891-1457","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Full Stack Developer","https://www.naukri.com/job-listings-Full-Stack-Developer-Hippo-Innovations-Pvt-Ltd-Gurgaon-2-to-6-years-250119901132?src=premjobsearchDesk&sid=15517068517602&xp=26&px=47","Full Stack Developer","Hippo Innovations Pvt Ltd","Gurgaon","Html5     Server Side     Automation Testing     HP Data Protector     Front End     Product Development     Javascript     node.js     mean stack     Angular.js     Full Stack","2 - 6 yrs"
"1551709677-2438","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","Senior Software Engineer_ Automation Testing _java, Rest Assured","https://www.naukri.com/job-listings-Senior-Software-Engineer-Automation-Testing-java-Rest-Assured-Talent-Grow-Recruitment-Consultants-Delhi-NCR-Gurgaon-4-to-9-years-270219005815?src=premjobsearchDesk&sid=15517096896357&xp=45&px=27","Senior Software Engineer_ Automation Testing _java, Rest Assured","Talent Grow Recruitment Consultants","Delhi NCR,    Gurgaon","Protractor     Java     Rest     Selenium     Javascript     Automation Testing     Web Technologies     Unix","4 - 9 yrs"
"1551710025-2560","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Senior Embedded Engineers","https://www.naukri.com/job-listings-Senior-Embedded-Engineers-Toppersedge-com-India-Pvt-Ltd-Bengaluru-8-to-13-years-270818000606?src=premjobsearchDesk&sid=15517099747949&xp=23&px=25","Senior Embedded Engineers","Toppersedge.com India Pvt Ltd","Bengaluru","embedded software     camera     multimedia","8 - 13 yrs"
"1551706524-1324","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-50","Associate Director - Business Development - International Markets","https://www.naukri.com/job-listings-Associate-Director-Business-Development-International-Markets-SMARTe-Inc-Mumbai-15-to-25-years-270219900073?src=premjobsearchDesk&sid=15517064351525&xp=9&px=50","Associate Director - Business Development - International Markets","SMARTe Inc.","Mumbai","Business Development     CRM Sales     Marketing     Cold Calling     Pipeline Management     Sales Training     Sales Initiatives     Sales Forecasting     Strategy     Sales Process     Sales","15 - 25 yrs"
"1551710781-2835","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Ruby on rail Developer","https://www.naukri.com/job-listings-Ruby-on-rail-Developer-RANDSTAD-INDIA-PVT-LTD-Pune-7-to-12-years-250219901679?src=premjobsearchDesk&sid=15517108017793&xp=48&px=19","Ruby on rail Developer","RANDSTAD INDIA PVT LTD","Pune","Heroku     Ajax     JSON     Ruby Rails     Rail     GIT     Postgresql     MVC     TDD     Front End     ROR     Ruby","7 - 12 yrs"
"1551706838-1437","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Engineering Manager","https://www.naukri.com/job-listings-Engineering-Manager-Fourtek-IT-Solutions-Pvt-Ltd-Noida-5-to-8-years-270219903263?src=premjobsearchDesk&sid=15517068517602&xp=46&px=47","Engineering Manager","Fourtek IT Solutions Pvt Ltd","Noida","Project Management     MVC     Github     GIT     Front End     Object Oriented Design     Web Technologies     User Experience     Version Control     Database Design     Agile     Client Communication     Client Interaction     Client Handling     Presentation","5 - 8 yrs"
"1551709258-2292","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Blockchain","https://www.naukri.com/job-listings-Blockchain-Toppersedge-com-India-Pvt-Ltd-Chennai-9-to-12-years-090818003129?src=premjobsearchDesk&sid=1551709259239&xp=41&px=30","Blockchain","Toppersedge.com India Pvt Ltd","Chennai","blockchain     eris     hyperledger     ethereum     Node.js     NoSQL","9 - 12 yrs"
"1551708315-1978","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Hiring Dev Lead with Experience in Java, Microservices and Spring Boot","https://www.naukri.com/job-listings-Hiring-Dev-Lead-with-Experience-in-Java-Microservices-and-Spring-Boot-UNIFY-TECHNOLOGIES-PVT-LTD-Hyderabad-7-to-12-years-250219006175?src=premjobsearchDesk&sid=15517082166820&xp=5&px=37","Hiring Dev Lead with Experience in Java, Microservices and Spring Boot","UNIFY TECHNOLOGIES PVT LTD","Hyderabad","Hibernate     Spring Boot     Rest     Java     Microservices     Web Services     Javascript     Design Patterns     GIT     Web Technologies","7 - 12 yrs"
"1551708168-1926","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Technical Lead - Python/ Django","https://www.naukri.com/job-listings-Technical-Lead-Python-Django-Startup-CallHub-Bengaluru-4-to-7-years-010319000833?src=premjobsearchDesk&sid=15517080816325&xp=7&px=38","Technical Lead - Python/ Django","Startup - CallHub","Bengaluru","Python     Javascript     Selenium     Django     Automation Testing     Redis     Bugzilla     Rest     JIRA     Jenkins","4 - 7 yrs"
"1551709541-2389","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","Java Developer","https://www.naukri.com/job-listings-Java-Developer-Persistent-Systems-Limited-Bengaluru-Bellandur-6-to-10-years-270219002593?src=premjobsearchDesk&sid=15517095509489&xp=44&px=28","null","null","null","null","null"
"1551710938-2891","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Lead Software Engineer - Java,sales Force Developer","https://www.naukri.com/job-listings-Lead-Software-Engineer-Java-sales-Force-Developer-Opentext-Technologies-India-Pvt-Ltd-Hyderabad-5-to-8-years-150219006420?src=premjobsearchDesk&sid=15517109462706&xp=42&px=8","null","null","null","null","null"
"1551706778-1417","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Senior Software Engineer","https://www.naukri.com/job-listings-Senior-Software-Engineer-Dell-International-Services-India-Private-Limited-Bengaluru-5-to-8-years-270219900738?src=premjobsearchDesk&sid=15517067149426&xp=16&px=48","Senior Software Engineer","Dell International Services India  Private Limited","Bengaluru","java     activemq     ip     jms     rabbitmq     networking     software engineering     open source     distribution system     kafka     amqp","5 - 8 yrs"
"1551709755-2465","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","Project Manager/scrum Master - ERP","https://www.naukri.com/job-listings-Project-Manager-scrum-Master-ERP-Growth360-Bengaluru-7-to-10-years-270219007830?src=premjobsearchDesk&sid=15517096896357&xp=18&px=27","Project Manager/scrum Master - ERP","Growth360","Bengaluru","Project Management     CSM     SQL Server     PMP     Scrum Master     Agile     ASP.Net     Microsoft Technologies     ASP     .Net     ERP","7 - 10 yrs"
"1551710582-2760","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Technical Lead (.net)","https://www.naukri.com/job-listings-Technical-Lead-net-Holostik-India-Ltd-Noida-Sector-2-Noida-6-to-11-years-220219002689?src=premjobsearchDesk&sid=15517105371288&xp=23&px=21","Technical Lead (.net)","Holostik India Ltd.","Noida(Sector-2 Noida)","sql server     mvc     .net     technical leadership     web technologies     software quality     project delivery     teamlead     Crystal Report","6 - 11 yrs"
"1551706732-1399","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Sr. Lead QA ( Selenium+ Jmeter) at Compunnel Digital, Noida","https://www.naukri.com/job-listings-Sr-Lead-QA-Selenium-Jmeter-at-Compunnel-Digital-Noida-Compunnel-Technology-India-Private-Limited-Noida-8-to-13-years-041218004380?src=premjobsearchDesk&sid=15517067149426&xp=34&px=48","Sr. Lead QA ( Selenium+ Jmeter) at Compunnel Digital, Noida","Compunnel Technology India Private Limited","Noida","test planning     test strategy     test cases     performance testing     jmeter     automation     manual testing     automation testing     software testing     devops     agile     selenium webdriver","8 - 13 yrs"
