web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,min experince,salary,industry,functional area,role category,role,employement type,ug education ,pg education,job resposibilities,job requirements
"1551717659-4345","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","Full Stack Developer - Java","https://www.naukri.com/job-listings-Full-Stack-Developer-Java-Xoriant-Solutions-Pvt-Ltd-Mumbai-6-to-11-years-031218006092?src=premjobsearchDesk&sid=15517176561506&xp=38&px=24","Full Stack Developer - Java","Xoriant Solutions Pvt Ltd","Mumbai","Full Stack Developer     Core Java     Sybase     DB2     Angularjs     Javascript     Database     Sping     hibernate     Messaging     Java Web Services","6 - 11 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Client/Server Programming","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization, BCA - Computers","null","null","null"
"1551716517-3934","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Data Analyst Associate - R/python","https://www.naukri.com/job-listings-Data-Analyst-Associate-R-python-Think-Analytics-Startup-Mumbai-0-to-2-years-010319900051?src=premjobsearchDesk&sid=15517165316160&xp=49&px=32","Data Analyst Associate - R/python","Think Analytics - Startup","Mumbai","Text Mining     Hive     NoSQL     Python     R     SQL     Data Analysis     Machine Learning     Couchdb     Data Visualization     MongoDB     JSON","0 - 2 yrs","Not Disclosed by Recruiter","Internet  /    Ecommerce","Functional Area:     IT Software - DBA   ,     Datawarehousing","Programming & Design","Database Architect/Designer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551714268-3383","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-43","Lead Engineer- Packet test","https://www.naukri.com/job-listings-Lead-Engineer-Packet-test-Ciena-India-Private-Ltd-Gurgaon-8-to-12-years-270219903427?src=premjobsearchDesk&sid=15517142937769&xp=50&px=43","Lead Engineer- Packet test","Ciena India Private Ltd.","Gurgaon","Project management     Automation     Troubleshooting     Network security     Ethernet     MPLS     Test cases     Test planning     VLAN     Network design","8 - 12 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - QA & Testing","QA/Testing/Documentation","Quality Assurance/Quality Control Executive","Permanent Job, Full Time","Any Graduate - Any Specialization","Post Graduation Not Required","null","null"
"1551713871-3246","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Asp.net Developer - MVC","https://www.naukri.com/job-listings-Asp-net-Developer-MVC-Career-Infosystem-Hyderabad-5-to-8-years-270219005520?src=premjobsearchDesk&sid=1551713857191&xp=37&px=46","Asp.net Developer - MVC","Career Infosystem","Hyderabad","ASP.Net MVC     Javascript     JQuery     HTML     C#","5 - 8 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","M.Tech - Any Specialization, MCA - Computers","null","null"
"1551714239-3375","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","Lead Data Scientist","https://www.naukri.com/job-listings-Lead-Data-Scientist-Allstate-Solutions-Private-Limited-Bengaluru-9-to-12-years-270219904510?src=premjobsearchDesk&sid=15517141601034&xp=8&px=44","Lead Data Scientist","Allstate Solutions Private Limited","Bengaluru","Deep Learning     R     Customer Analytics     Data Science     NLP     Predictive Analytics     Marketing Analytics     Python     Predictive Modeling     Artificial Intelligence","9 - 12 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     Analytics & Business Intelligence","Analytics & BI","Data Analyst","Permanent Job, Full Time","Any Graduate - Any Specialization, B.Sc - Any Specialization, Statistics, Maths, B.A - Any Specialization, Economics, Maths, Statistics, B.B.A / B.M.S - Management","Any Postgraduate - Any Specialization, MBA/PGDM - Any Specialization, M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization, Maths, Statistics, M.A - Any Specialization, Economics, Maths, Statistics","null","null"
"1551718529-4656","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Business Controller - Chemical Manufacturing Industry","https://www.naukri.com/job-listings-Business-Controller-Chemical-Manufacturing-Industry-Hector-and-Streak-Consulting-Pvt-Ltd-Mumbai-Mumbai-Suburbs-5-to-10-years-010319004800?src=premjobsearchDesk&sid=15517184942846&xp=27&px=8","null","null","null","null","null","null","null","null","Email :","Reference Id:","Website:","null","null","null","null"
"1551713490-3130","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-49","Senior Principal Engineer","https://www.naukri.com/job-listings-Senior-Principal-Engineer-Dell-International-Services-India-Private-Limited-Bengaluru-8-to-13-years-270219900732?src=premjobsearchDesk&sid=1551713386127&xp=3&px=49","Senior Principal Engineer","Dell International Services India  Private Limited","Bengaluru","activemq     java     ip     jms     rabbitmq     networking     computer science     open source     distribution system     kafka     amqp","8 - 13 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization, Computers","Any Postgraduate - Any Specialization, MS/M.Sc(Science) - Any Specialization","null","null"
"1551713650-3174","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Cloudiq - Principal Software Engineer","https://www.naukri.com/job-listings-Cloudiq-Principal-Software-Engineer-Dell-International-Services-India-Private-Limited-Bengaluru-9-to-11-years-270219903720?src=premjobsearchDesk&sid=15517135274940&xp=9&px=48","Cloudiq - Principal Software Engineer","Dell International Services India  Private Limited","Bengaluru","EMC Storage     Software Engineering     Software Development Life Cycle     Continuous Delivery     Predictive Analytics     Java     software development     HTML     JavaScript","9 - 11 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization, Computers, Electrical","Any Postgraduate - Any Specialization","null","null"
"1551713987-3284","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Qt/qml & Web Application Development","https://www.naukri.com/job-listings-Qt-qml-Web-Application-Development-Talent-Grow-Recruitment-Consultants-Bengaluru-4-to-9-years-270219007422?src=premjobsearchDesk&sid=15517140096895&xp=49&px=45","Qt/qml & Web Application Development","Talent Grow Recruitment Consultants","Bengaluru","Qml     QT     Web Application Development     Web Technologies     Design Development     Life Cycle","4 - 9 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","null","null","null","null"
"1551718230-4550","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Senior Software Engineer","https://www.naukri.com/job-listings-Senior-Software-Engineer-Mphasis-Limited-Bengaluru-4-to-6-years-250219901450?src=premjobsearchDesk&sid=15517182064933&xp=33&px=20","Senior Software Engineer","Mphasis Limited","Bengaluru","Application development     Coding     BPO     Analytical     infrastructure services     Process automation     operational support     Manager Technology     VB     Technology solutions","4 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","M.Tech - Computers","null","null"
"1551718161-4527","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-21","Software Development Engineer","https://www.naukri.com/job-listings-Software-Development-Engineer-PTC-Software-India-Pvt-Ltd-Pune-Viman-Nagar-3-to-6-years-250219005497?src=premjobsearchDesk&sid=15517180731854&xp=6&px=21","Software Development Engineer","PTC Software India Pvt. Ltd","Pune(Viman Nagar)","Javascript     JQuery     Angularjs     Rest     JSP     Java     Software Development     Server Side     Application Software","3 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Other","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization","null","null","null"
"1551713609-3160","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Key Account Manager - Sales","https://www.naukri.com/job-listings-Key-Account-Manager-Sales-Morpheus-Consulting-Bengaluru-Pune-10-to-15-years-270219004305?src=premjobsearchDesk&sid=15517135274940&xp=23&px=48","Key Account Manager - Sales","Morpheus Consulting","Bengaluru,    Pune","Sales Management     Furniture     Product Training     Key Account Management     New Product     Induction Training     Interior Designing     Strong Interpersonal Skills     Service Industry     Key Skills","10 - 15 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     Sales   ,     Retail   ,     Business Development","Channel Sales","Key Account Manager","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","MBA/PGDM - Any Specialization","null","null"
"1551716387-3913","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Software Technologist I","https://www.naukri.com/job-listings-Software-Technologist-I-Philips-India-Limited-Bengaluru-5-to-7-years-260219900340?src=premjobsearchDesk&sid=1551716167459&xp=20&px=33","Software Technologist I","Philips India Limited","Bengaluru","Test Planning     QA Testing     Unit Testing     Application Development     Operating Systems     Application Architecture     Software Services     Technology Consulting     Infrastructure Support     Architectural Design     Software Technologist","5 - 7 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551718185-4535","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Urgent Openings For Perceptive Developer-iscript-javascript.","https://www.naukri.com/job-listings-Urgent-Openings-For-Perceptive-Developer-iscript-javascript-VAAKRUTHI-SOFTWARE-SOLUTIONS-PRIVATE-LIMITED-Hyderabad-Bengaluru-Delhi-NCR-2-to-7-years-250219006962?src=premjobsearchDesk&sid=15517182064933&xp=48&px=20","Urgent Openings For Perceptive Developer-iscript-javascript.","VAAKRUTHI SOFTWARE SOLUTIONS PRIVATE LIMITED","Hyderabad,    Bengaluru,    Delhi NCR","node.js     javascript     html     soap     rest     xsl     Oracle EBS     SAP ERP","2 - 7 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","null","null","null","null"
"1551713715-3194","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Microsoft Power BI Developer - Data Visualization & Analysis","https://www.naukri.com/job-listings-Microsoft-Power-BI-Developer-Data-Visualization-Analysis-Confidential-Mumbai-4-to-6-years-221018900444?src=premjobsearchDesk&sid=15517137072445&xp=39&px=47","Microsoft Power BI Developer - Data Visualization & Analysis","Confidential","Mumbai","Microsoft Power BI Developer     Data Visualization     Data analysis     Power BI     REST APIs     ETL     SSAS     SSIS","4 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - DBA   ,     Datawarehousing","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551718182-4534","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-20","Senior Associate Developer- Restful Services & Enterprise Service Bus","https://www.naukri.com/job-listings-Senior-Associate-Developer-Restful-Services-Enterprise-Service-Bus-Sapient-Consulting-Pvt-Ltd-Gurgaon-Bengaluru-4-to-9-years-250219007028?src=premjobsearchDesk&sid=15517182064933&xp=49&px=20","Senior Associate Developer- Restful Services & Enterprise Service Bus","Sapient Consulting Pvt. Ltd","Gurgaon,    Bengaluru","java     Mule Esb     springboot     Microservices","4 - 9 yrs","Best in an Industry","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","null","null","","Projects this role will support: 
 SapientRazorfish is key player in the digital transformation space. Any digital transformation opportunity has API element that needs the ability to create API in the custom way, ESB and API gateway, not necessarily in the same order. We see tremendous opportunity in the banking, travel & hospitality, retail, healthcare etc."
"1551713789-3219","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Senior Backend Developer - Php/laravel/mysql","https://www.naukri.com/job-listings-Senior-Backend-Developer-Php-laravel-mysql-Emploi-Consultancy-Bengaluru-3-to-6-years-221118900559?src=premjobsearchDesk&sid=15517137072445&xp=14&px=47","Senior Backend Developer - Php/laravel/mysql","Emploi Consultancy","Bengaluru","Backend Developer     PHP     Laravel     MySQL     software architecture     Backend Development","3 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
